,close,high,low
2023-05-10,27628.73,28330.36,26840.62
2023-05-11,26991.62,27642.56,26731.83
2023-05-12,26807.09,27092.93,25833.3
2023-05-13,26788.88,27043.5,26705.45
2023-05-14,26931.44,27189.55,26611.92
2023-05-15,27176.27,27668.19,26759.29
2023-05-16,27036.57,27304.97,26869.45
2023-05-17,27406.21,27488.05,26565.39
2023-05-18,26823.31,27476.67,26379.63
2023-05-19,26888.42,27178.6,26668.92
2023-05-20,27118.54,27164.5,26840.23
2023-05-21,26755.17,27280.07,26691.06
2023-05-22,26855.4,27084.08,26548.27
2023-05-23,27224.7,27480.33,26808.03
2023-05-24,26326.17,27225.89,26092.06
2023-05-25,26480.21,26605.5,25882.27
2023-05-26,26719.7,26940.67,26338.96
2023-05-27,26872.59,26902.14,26585.34
2023-05-28,28077.57,28249.51,26789.58
2023-05-29,27746.07,28450.88,27546.65
2023-05-30,27703.56,28052.68,27568.98
2023-05-31,27220.17,27836.82,26853.57
2023-06-01,26825.73,27347.94,26628.22
2023-06-02,27251.14,27305.0,26519.23
2023-06-03,27078.3,27330.86,26946.35
2023-06-04,27125.24,27451.16,26964.17
2023-06-05,25740.46,27135.1,25411.77
2023-06-06,27269.02,27379.88,25380.61
2023-06-07,26348.91,27423.02,26132.38
2023-06-08,26509.09,26816.33,26225.25
2023-06-09,26483.81,26777.91,26290.32
2023-06-10,25856.18,26533.58,25424.05
2023-06-11,25937.58,26214.2,25655.94
2023-06-12,25905.64,26099.5,25629.48
2023-06-13,25928.94,26425.22,25717.6
2023-06-14,25125.73,26074.14,24836.48
2023-06-15,25574.36,25740.96,24765.75
2023-06-16,26330.59,26479.27,25205.5
2023-06-17,26510.43,26780.79,26170.91
2023-06-18,26338.0,26686.77,26260.74
2023-06-19,26842.09,27036.32,26265.34
2023-06-20,28319.35,28407.13,26648.29
2023-06-21,30000.55,30780.84,28276.59
2023-06-22,29892.81,30499.85,29611.53
2023-06-23,30705.39,31416.26,29818.21
2023-06-24,30548.2,30811.37,30276.97
2023-06-25,30473.64,31051.66,30297.61
2023-06-26,30271.91,30658.58,29930.89
2023-06-27,30696.99,31013.13,30232.66
2023-06-28,30078.9,30714.46,29862.15
2023-06-29,30447.17,30833.99,30043.07
2023-06-30,30471.06,31272.25,29465.7
2023-07-01,30590.76,30653.27,30321.27
2023-07-02,30617.66,30788.75,30181.34
2023-07-03,31160.24,31388.17,30575.7
2023-07-04,30774.39,31331.3,30638.68
2023-07-05,30503.07,30877.17,30201.06
2023-07-06,29907.98,31521.11,29869.18
2023-07-07,30349.69,30450.48,29725.12
2023-07-08,30294.36,30383.67,30056.18
2023-07-09,30171.49,30441.0,30074.68
2023-07-10,30421.04,31045.4,29964.03
2023-07-11,30626.62,30805.91,30314.1
2023-07-12,30385.22,30977.57,30214.19
2023-07-13,31475.78,31844.94,30259.09
2023-07-14,30331.09,31636.78,29929.3
2023-07-15,30298.45,30403.12,30258.91
2023-07-16,30248.17,30450.66,30083.92
2023-07-17,30147.68,30340.04,29675.15
2023-07-18,29863.79,30244.13,29538.16
2023-07-19,29918.6,30193.82,29765.06
2023-07-20,29809.61,30417.9,29577.88
2023-07-21,29911.46,30060.04,29737.09
2023-07-22,29791.61,30000.3,29635.44
2023-07-23,30085.68,30345.9,29738.58
2023-07-24,29181.04,30097.78,28860.94
2023-07-25,29226.63,29367.59,29054.49
2023-07-26,29352.06,29682.98,29098.81
2023-07-27,29217.05,29566.99,29082.04
2023-07-28,29316.82,29528.45,29121.24
2023-07-29,29358.76,29406.57,29258.14
2023-07-30,29283.34,29449.84,29043.43
2023-07-31,29231.47,29524.99,29108.82
2023-08-01,29699.74,29721.48,28564.09
2023-08-02,29163.69,30029.06,28914.46
2023-08-03,29177.75,29397.03,28945.61
2023-08-04,29078.51,29308.95,28794.51
2023-08-05,29050.34,29111.36,28953.98
2023-08-06,29046.16,29164.68,28962.89
2023-08-07,29182.16,29245.27,28672.37
2023-08-08,29770.51,30210.36,29111.88
2023-08-09,29566.47,30120.86,29356.43
2023-08-10,29428.1,29707.55,29319.58
2023-08-11,29403.56,29535.4,29219.56
2023-08-12,29417.08,29471.12,29356.08
2023-08-13,29281.55,29447.27,29257.12
2023-08-14,29409.22,29664.61,29082.39
2023-08-15,29171.23,29460.86,29056.77
2023-08-16,28702.8,29228.22,28696.21
2023-08-17,26629.67,28752.02,25328.06
2023-08-18,26049.69,26823.13,25629.62
2023-08-19,26095.8,26266.25,25797.39
2023-08-20,26191.01,26291.33,25983.85
2023-08-21,26126.18,26248.2,25819.92
2023-08-22,26043.01,26137.6,25369.8
2023-08-23,26429.4,26807.82,25802.48
2023-08-24,26166.22,26565.88,25859.32
2023-08-25,26051.29,26291.13,25759.58
2023-08-26,26010.35,26109.19,25979.58
2023-08-27,26091.32,26168.79,25966.75
2023-08-28,26106.0,26233.53,25861.84
2023-08-29,27724.41,28154.08,25911.89
2023-08-30,27305.41,27766.41,27036.49
2023-08-31,25937.29,27563.68,25683.18
2023-09-01,25798.79,26137.14,25323.44
2023-09-02,25868.56,25980.31,25729.66
2023-09-03,25971.37,26115.72,25805.82
2023-09-04,25816.24,26089.36,25636.28
2023-09-05,25785.01,25878.61,25567.56
2023-09-06,25751.71,26019.64,25379.85
2023-09-07,26264.75,26426.41,25600.8
2023-09-08,25907.13,26443.61,25650.9
2023-09-09,25898.41,25936.62,25799.89
2023-09-10,25833.67,26020.84,25589.02
2023-09-11,25157.07,25889.38,24911.78
2023-09-12,25840.34,26545.24,25128.37
2023-09-13,26227.49,26432.59,25768.65
2023-09-14,26533.66,26845.74,26136.39
2023-09-15,26605.49,26879.57,26224.91
2023-09-16,26569.13,26771.68,26459.99
2023-09-17,26533.12,26621.93,26413.39
2023-09-18,26767.82,27425.7,26394.81
2023-09-19,27219.02,27493.85,26676.6
2023-09-20,27126.4,27389.22,26814.07
2023-09-21,26567.47,27162.0,26373.55
2023-09-22,26583.16,26738.04,26478.87
2023-09-23,26585.41,26640.84,26522.49
2023-09-24,26261.44,26732.91,26146.79
2023-09-25,26297.93,26439.02,25997.17
2023-09-26,26212.59,26395.42,26090.75
2023-09-27,26360.2,26828.5,26096.78
2023-09-28,27027.2,27306.05,26328.53
2023-09-29,26909.4,27233.94,26674.22
2023-09-30,26964.27,27095.39,26887.09
2023-10-01,27994.51,28060.49,26958.76
2023-10-02,27507.22,28585.13,27312.81
2023-10-03,27428.66,27669.05,27170.07
2023-10-04,27789.8,27836.54,27222.97
2023-10-05,27414.59,28128.37,27363.01
2023-10-06,27946.61,28280.04,27181.63
2023-10-07,27973.69,28035.05,27864.11
2023-10-08,27933.57,28105.36,27714.35
2023-10-09,27598.77,27999.8,27282.89
2023-10-10,27395.4,27735.72,27298.5
2023-10-11,26871.21,27475.69,26531.55
2023-10-12,26756.23,26937.98,26549.78
2023-10-13,26862.9,27110.91,26674.97
2023-10-14,26854.52,26982.78,26810.02
2023-10-15,27177.41,27297.26,26813.06
2023-10-16,28518.37,30009.15,27131.48
2023-10-17,28409.46,28628.83,28094.14
2023-10-18,28328.07,28988.79,28156.7
2023-10-19,28733.78,28927.17,28135.5
2023-10-20,29684.37,30243.12,28596.96
2023-10-21,29924.08,30365.61,29480.22
2023-10-22,30001.44,30232.64,29674.58
2023-10-23,33084.08,34739.17,29898.26
2023-10-24,33923.52,35183.22,32857.8
2023-10-25,34503.4,35136.87,33698.9
2023-10-26,34157.06,34836.51,33746.16
2023-10-27,33907.7,34246.78,33406.13
2023-10-28,34090.05,34494.4,33876.07
2023-10-29,34535.38,34761.09,33947.8
2023-10-30,34494.56,34862.12,34090.22
2023-10-31,34657.73,34726.05,34058.4
2023-11-01,35439.76,35623.76,34096.9
2023-11-02,34947.15,35973.2,34323.19
2023-11-03,34732.28,34950.21,34118.29
2023-11-04,35086.09,35278.07,34606.38
2023-11-05,35039.47,35393.84,34489.02
2023-11-06,35054.59,35288.36,34758.64
2023-11-07,35421.85,35929.83,34537.87
2023-11-08,35638.33,36109.43,35120.46
2023-11-09,36704.14,37990.51,35557.78
2023-11-10,37321.51,37536.44,36342.27
2023-11-11,37142.22,37417.29,36701.83
2023-11-12,37079.76,37233.45,36747.05
2023-11-13,36482.51,37429.52,36358.0
2023-11-14,35551.21,36752.31,34788.17
2023-11-15,37884.19,37977.31,35374.22
2023-11-16,36162.42,37951.14,35512.38
2023-11-17,36626.32,36780.63,35873.7
2023-11-18,36591.19,36853.45,36212.85
2023-11-19,37388.64,37529.1,36411.61
2023-11-20,37476.66,37770.11,36767.05
2023-11-21,35758.72,37665.29,35753.93
2023-11-22,37424.2,37866.63,35656.41
2023-11-23,37299.18,37646.06,36892.34
2023-11-24,37737.05,38432.07,37262.39
2023-11-25,37801.92,37907.84,37616.03
2023-11-26,37460.21,37829.46,37159.52
2023-11-27,37246.29,37568.17,36727.3
2023-11-28,37836.63,38410.41,36879.99
2023-11-29,37861.9,38456.97,37589.12
2023-11-30,37729.58,38149.78,37505.7
2023-12-01,38699.84,38982.35,37626.12
2023-12-02,39469.35,39712.52,38659.45
2023-12-03,39980.93,40203.23,39288.91
2023-12-04,41984.41,42399.42,39980.36
2023-12-05,44089.06,44639.18,41368.51
2023-12-06,43771.01,44286.67,43386.17
2023-12-07,43285.02,44050.53,42856.57
2023-12-08,44186.18,44735.52,43094.02
2023-12-09,43723.0,44373.02,43597.57
2023-12-10,43791.67,44047.82,43584.51
2023-12-11,41235.58,43808.9,40180.77
2023-12-12,41472.94,42080.61,40648.18
2023-12-13,42887.55,43461.75,40579.83
2023-12-14,43030.6,43416.91,41433.23
2023-12-15,41939.16,43091.28,41662.1
2023-12-16,42243.26,42678.86,41640.84
2023-12-17,41349.42,42372.05,41228.17
2023-12-18,42650.27,42744.41,40512.69
2023-12-19,42268.08,43454.44,41796.54
2023-12-20,43669.91,44303.12,42195.52
2023-12-21,43875.01,44245.16,43306.15
2023-12-22,44008.04,44417.78,43426.51
2023-12-23,43732.75,44024.62,43338.34
2023-12-24,43023.12,43965.2,42635.13
2023-12-25,43593.79,43808.21,42763.83
2023-12-26,42517.32,43604.51,41616.59
2023-12-27,43469.34,43694.83,42121.77
2023-12-28,42588.94,43817.61,42283.91
2023-12-29,42073.59,43134.59,41296.86
2023-12-30,42146.03,42595.81,41529.95
2023-12-31,42280.14,42863.11,41970.37
2024-01-01,44197.61,44210.89,42187.32
2024-01-02,44970.34,45918.98,44181.86
2024-01-03,42854.08,45513.73,40214.67
2024-01-04,44194.38,44797.03,42657.44
2024-01-05,44178.89,44377.15,42508.08
2024-01-06,43988.33,44248.4,43444.9
2024-01-07,43950.84,44496.47,43639.57
2024-01-08,46988.14,47295.94,43209.8
2024-01-09,46123.0,47923.17,44889.64
2024-01-10,46667.48,47705.84,44326.32
2024-01-11,46353.15,49054.05,45580.11
2024-01-12,42776.42,46512.17,41454.57
2024-01-13,42839.19,43243.47,42438.36
2024-01-14,41704.39,43060.49,41702.53
2024-01-15,42491.26,43325.88,41687.69
2024-01-16,43130.88,43562.19,42047.82
2024-01-17,42739.27,43183.19,42172.64
2024-01-18,41286.68,42876.35,40606.86
2024-01-19,41625.47,42151.57,40246.58
2024-01-20,41677.08,41846.45,41433.27
2024-01-21,41570.17,41862.83,41493.59
2024-01-22,39523.63,41669.9,39396.81
2024-01-23,39876.44,40136.09,38512.34
2024-01-24,40078.62,40526.25,39429.31
2024-01-25,39941.74,40280.91,39523.94
2024-01-26,41816.55,42227.71,39814.87
2024-01-27,42124.02,42191.83,41393.22
2024-01-28,42028.92,42822.8,41632.18
2024-01-29,43302.28,43308.42,41804.05
2024-01-30,42943.64,43855.77,42690.4
2024-01-31,42555.08,43734.38,42276.82
2024-02-01,43073.2,43267.39,41855.88
2024-02-02,43181.71,43452.76,42536.21
2024-02-03,42999.52,43355.76,42874.37
2024-02-04,42570.21,43093.79,42232.02
2024-02-05,42664.56,43518.7,41931.59
2024-02-06,43091.51,43360.05,42526.92
2024-02-07,44339.04,44402.0,42766.8
2024-02-08,45304.61,45622.13,44333.87
2024-02-09,47154.23,48208.27,45257.22
2024-02-10,47768.12,48166.14,46894.61
2024-02-11,48311.16,48597.46,47592.04
2024-02-12,49942.97,50339.2,47718.59
2024-02-13,49733.11,50392.92,48336.83
2024-02-14,51844.19,52085.66,49272.58
2024-02-15,51934.57,52845.45,51357.81
2024-02-16,52163.28,52598.05,51604.88
2024-02-17,51668.78,52201.89,50647.34
2024-02-18,52139.33,52393.59,51194.3
2024-02-19,51781.22,52487.6,51691.25
2024-02-20,52269.59,52985.95,50766.77
2024-02-21,51854.36,52375.42,50633.49
2024-02-22,51263.67,52056.01,50914.97
2024-02-23,50744.07,51509.58,50523.07
2024-02-24,51574.61,51687.88,50583.66
2024-02-25,51727.63,51957.87,51288.57
2024-02-26,54518.58,54939.87,50920.53
2024-02-27,57071.6,57612.94,54483.19
2024-02-28,62507.1,64086.08,56726.31
2024-02-29,61179.58,63652.76,60370.98
2024-03-01,62431.25,63226.77,60795.21
2024-03-02,62038.39,62479.07,61631.05
2024-03-03,63149.43,63254.84,61392.4
2024-03-04,68338.64,68562.03,62363.97
2024-03-05,63804.11,69244.55,59268.68
2024-03-06,66115.57,67645.97,62851.27
2024-03-07,66928.15,68065.89,65610.94
2024-03-08,68269.39,70151.23,66173.73
2024-03-09,68446.32,68663.92,68026.81
2024-03-10,69023.53,69976.84,68218.19
2024-03-11,72095.86,72872.77,67170.42
2024-03-12,71449.5,72996.99,68636.43
2024-03-13,73118.09,73672.14,71329.7
2024-03-14,71366.96,73802.64,68493.91
2024-03-15,69497.39,72394.97,65579.78
2024-03-16,65260.55,70043.23,64783.87
2024-03-17,68364.45,68873.88,64529.3
2024-03-18,67609.44,68925.18,66584.49
2024-03-19,61924.02,68116.53,61529.15
2024-03-20,67857.3,68139.33,60782.8
2024-03-21,65493.22,68229.38,64548.09
2024-03-22,63816.99,66643.64,62321.3
2024-03-23,64004.42,66005.71,63025.99
